store_id,date,heure,transactions,chiffre_affaires
1,2023-04-28,02:00:00,0.0,0.0
1,2023-04-28,03:00:00,0.0,0.0
1,2023-04-28,04:00:00,0.0,0.0
1,2023-04-28,05:00:00,0.0,0.0
1,2023-04-28,06:00:00,0.0,0.0
1,2023-04-28,07:00:00,0.0,0.0
1,2023-04-28,08:00:00,0.0,0.0
1,2023-04-28,09:00:00,80.0,5288.72
1,2023-04-28,10:00:00,84.0,5344.28
1,2023-04-28,11:00:00,131.0,8502.0
1,2023-04-28,12:00:00,171.0,11308.59
1,2023-04-28,13:00:00,220.0,14424.36
1,2023-04-28,14:00:00,202.0,12922.39
1,2023-04-28,15:00:00,138.0,8524.39
1,2023-04-28,16:00:00,178.0,999999.99
1,2023-04-28,17:00:00,237.0,15273.17
1,2023-04-28,18:00:00,195.0,12665.84
1,2023-04-28,19:00:00,133.0,8821.55
1,2023-04-28,20:00:00,0.0,0.0
1,2023-04-28,21:00:00,0.0,0.0
1,2023-04-28,22:00:00,0.0,0.0
1,2023-04-28,23:00:00,0.0,0.0
2,2023-04-28,00:00:00,0.0,0.0
2,2023-04-28,01:00:00,0.0,0.0
2,2023-04-28,02:00:00,0.0,0.0
2,2023-04-28,03:00:00,0.0,0.0
2,2023-04-28,04:00:00,0.0,
2,2023-04-28,05:00:00,0.0,0.0
2,2023-04-28,06:00:00,0.0,0.0
2,2023-04-28,07:00:00,0.0,0.0
2,2023-04-28,08:00:00,0.0,0.0
2,2023-04-28,09:00:00,35.0,-100.0
2,2023-04-28,10:00:00,89.0,5680.18
2,2023-04-28,11:00:00,126.0,7683.89
2,2023-04-28,12:00:00,107.0,7045.7
2,2023-04-28,13:00:00,97.0,6918.34
2,2023-04-28,14:00:00,115.0,7683.44
2,2023-04-28,15:00:00,122.0,7452.35
2,2023-04-28,16:00:00,68.0,4354.6
2,2023-04-28,17:00:00,171.0,10354.01
,2023-04-28,18:00:00,140.0,9115.52
2,2023-04-28,19:00:00,109.0,7067.31
2,2023-04-28,20:00:00,0.0,0.0
2,2023-04-28,21:00:00,0.0,0.0
2,2023-04-28,22:00:00,0.0,0.0
2,2023-04-28,23h00,0.0,0.0
3,2023-04-28,00:00:00,0.0,0.0
3,2023-04-28,01:00:00,0.0,0.0
3,2023-04-28,02:00:00,0.0,0.0
3,2023-04-28,03:00:00,0.0,0.0
3,2023-04-28,04:00:00,0.0,0.0
3,2023-04-28,05:00:00,0.0,0.0
3,2023-04-28,06:00:00,0.0,0.0
3,2023-04-28,07:00:00,0.0,0.0
3,2023-04-28,08:00:00,0.0,0.0
3,2023-04-28,09:00:00,62.0,4195.09
3,2023-04-28,10:00:00,103.0,6369.3
3,2023-04-28,11:00:00,120.0,8129.41
3,2023-04-28,12:00:00,151.0,9547.66
3,2023-04-28,13:00:00,163.0,10145.82
3,2023-04-28,14:00:00,142.0,8870.33
3,2023-04-28,15:00:00,86.0,5755.88
3,2023-04-28,16:00:00,102.0,7463.63
3,2023-04-28,17:00:00,110.0,7223.91
3,2023-04-28,18:00:00,240.0,16099.23
3,2023-04-28,19:00:00,154.0,10149.61
3,2023-04-28,20:00:00,0.0,0.0
3,2023-04-28,21:00:00,0.0,0.0
3,2023-04-28,22:00:00,0.0,0.0
3,2023-04-28,23:00:00,0.0,0.0
4,2023-04-28,00:00:00,0.0,0.0
4,2023-04-28,01:00:00,0.0,0.0
4,2023-04-28,02:00:00,0.0,0.0
4,2023-04-28,03:00:00,0.0,0.0
4,2023-04-28,04:00:00,0.0,0.0
4,2023-04-28,05:00:00,0.0,0.0
4,2023-04-28,06:00:00,0.0,0.0
4,2023-04-28,07:00:00,0.0,0.0
4,2023-04-28,08:00:00,0.0,0.0
4,2023-04-28,09:00:00,45.0,2879.75
4,2023-04-28,10:00:00,91.0,5764.92
4,2023-04-28,11:00:00,55.0,3555.61
4,2023-04-28,12:00:00,136.0,9186.92
4,2023-04-28,13:00:00,116.0,8385.64
4,2023-04-28,14:00:00,94.0,6191.96
4,2023-04-28,15:00:00,62.0,3903.92
4,2023-04-28,16:00:00,56.0,3294.15
4,2023-04-28,17:00:00,107.0,6917.08
4,2023-04-28,18:00:00,143.0,9077.52
4,2023-04-28,19:00:00,108.0,6770.85
4,2023-04-28,20:00:00,0.0,0.0
4,2023-04-28,21:00:00,0.0,0.0
4,2023-04-28,22:00:00,0.0,0.0
4,2023-04-28,23:00:00,0.0,0.0
5,2023-04-28,00:00:00,0.0,0.0
5,2023-04-28,01:00:00,0.0,0.0
5,2023-04-28,02:00:00,0.0,0.0
5,2023-04-28,03:00:00,0.0,0.0
5,2023-04-28,04:00:00,0.0,0.0
5,2023-04-28,05:00:00,0.0,0.0
5,2023-04-28,06:00:00,0.0,0.0
5,2023-04-28,07:00:00,0.0,0.0
5,2023-04-28,08:00:00,0.0,0.0
5,2023-04-28,09:00:00,29.0,1971.14
5,2023-04-28,10:00:00,65.0,4069.18
5,2023-04-28,11:00:00,55.0,3499.95
5,2023-04-28,12:00:00,75.0,4946.41
5,2023-04-28,13:00:00,93.0,6567.13
5,2023-04-28,14:00:00,46.0,3008.84
5,2023-04-28,15:00:00,43.0,2905.01
5,2023-04-28,16:00:00,67.0,4234.12
5,2023-04-28,17:00:00,106.0,7027.48
5,2023-04-28,18:00:00,97.0,6854.38
5,2023-04-28,19:00:00,90.0,5896.57
5,2023-04-28,20:00:00,0.0,0.0
5,2023-04-28,21:00:00,0.0,0.0
5,2023-04-28,22h00,0.0,0.0
5,2023-04-28,23:00:00,0.0,0.0
6,2023-04-28,00:00:00,0.0,0.0
6,2023-04-28,01:00:00,0.0,0.0
6,2023-04-28,02:00:00,0.0,0.0
6,2023-04-28,03:00:00,0.0,0.0
6,2023-04-28,04:00:00,0.0,0.0
6,2023-04-28,05:00:00,0.0,0.0
6,2023-04-28,06:00:00,0.0,0.0
6,2023-04-28,07:00:00,0.0,0.0
6,2023-04-28,08:00:00,0.0,0.0
6,2023-04-28,09:00:00,23.0,1548.9
6,2023-04-28,10:00:00,44.0,2690.02
6,2023-04-28,11:00:00,55.0,3260.27
6,2023-04-28,12:00:00,60.0,4273.22
6,2023-04-28,13:00:00,67.0,4192.14
6,2023-04-28,14:00:00,65.0,4538.99
6,2023-04-28,15:00:00,63.0,4130.98
6,2023-04-28,16:00:00,72.0,5019.22
6,2023-04-28,17:00:00,68.0,4302.42
6,2023-04-28,18:00:00,105.0,6577.61
6,2023-04-28,19:00:00,56.0,3958.42
6,2023-04-28,20:00:00,0.0,0.0
6,2023-04-28,21:00:00,0.0,0.0
6,2023-04-28,22:00:00,0.0,0.0
6,2023-04-28,23:00:00,0.0,0.0
7,2023-04-28,00:00:00,0.0,0.0
7,2023-04-28,01:00:00,0.0,0.0
7,2023-04-28,02:00:00,0.0,0.0
7,2023-04-28,03:00:00,0.0,0.0
7,2023-04-28,04:00:00,0.0,0.0
7,2023-04-28,05:00:00,0.0,0.0
7,2023-04-28,06:00:00,0.0,0.0
7,2023-04-28,07:00:00,0.0,0.0
7,2023-04-28,08:00:00,0.0,0.0
7,2023-04-28,09:00:00,43.0,3016.2
7,2023-04-28,10:00:00,78.0,4597.84
7,28/04/2023,11:00:00,98.0,6251.7
7,2023-04-28,12:00:00,65.0,3768.34
7,2023-04-28,13:00:00,101.0,6007.45
7,2023-04-28,14:00:00,65.0,3919.62
7,2023-04-28,15:00:00,87.0,5471.77
7,2023-04-28,16:00:00,63.0,3931.46
7,2023-04-28,17:00:00,110.0,7353.84
7,2023-04-28,18:00:00,133.0,8838.06
7,2023-04-28,19:00:00,88.0,5995.06
7,2023-04-28,20:00:00,0.0,0.0
7,2023-04-28,21:00:00,0.0,0.0
7,2023-04-28,22:00:00,0.0,0.0
7,2023-04-28,23:00:00,0.0,0.0
8,2023-04-28,00:00:00,0.0,0.0
8,2023-04-28,01:00:00,0.0,0.0
8,2023-04-28,02:00:00,0.0,0.0
8,2023-04-28,03:00:00,0.0,0.0
8,2023-04-28,04:00:00,0.0,0.0
8,2023-04-28,05:00:00,0.0,0.0
8,2023-04-28,06:00:00,0.0,0.0
8,2023-04-28,07:00:00,0.0,0.0
8,2023-04-28,08:00:00,0.0,0.0
8,2023-04-28,09:00:00,19.0,878.18
8,2023-04-28,10:00:00,49.0,3074.65
8,2023-04-28,11:00:00,49.0,3403.06
8,2023-04-28,12:00:00,78.0,5571.04
8,2023-04-28,13:00:00,99.0,6599.07
8,2023-04-28,14:00:00,78.0,4957.71
8,2023-04-28,15:00:00,53.0,3493.53
8,2023-04-28,16:00:00,41.0,2525.06
,2023-04-28,17:00:00,68.0,4457.88
8,2023-04-28,18:00:00,96.0,6969.9
8,2023-04-28,19:00:00,77.0,4998.41
8,2023-04-28,20:00:00,0.0,0.0
8,2023-04-28,21:00:00,0.0,0.0
8,2023-04-28,22:00:00,0.0,0.0
8,2023-04-28,23:00:00,0.0,0.0
9,2023-04-28,00:00:00,0.0,0.0
9,2023-04-28,01:00:00,-5.0,0.0
9,2023-04-28,02:00:00,0.0,0.0
9,2023-04-28,03:00:00,0.0,0.0
9,2023-04-28,04:00:00,0.0,0.0
9,2023-04-28,05:00:00,0.0,0.0
9,2023-04-28,06:00:00,0.0,0.0
9,2023-04-28,07:00:00,0.0,0.0
9,2023-04-28,08:00:00,0.0,0.0
9,2023-04-28,09:00:00,43.0,2467.07
9,2023-04-28,10:00:00,39.0,2774.64
9,2023-04-28,11:00:00,66.0,4157.29
9,2023-04-28,12:00:00,60.0,4005.29
9,2023-04-28,13:00:00,117.0,7821.74
9,2023-04-28,14:00:00,88.0,6147.47
9,2023-04-28,15:00:00,71.0,4599.02
9,2023-04-28,16:00:00,66.0,4323.46
9,2023-04-28,17:00:00,110.0,6984.76
9,2023-04-28,18:00:00,101.0,6184.62
9,2023-04-28,19:00:00,48.0,2846.78
9,2023-04-28,20:00:00,0.0,0.0
9,2023-04-28,21:00:00,0.0,0.0
9,2023-04-28,22:00:00,0.0,0.0
9,2023/04/28,23:00:00,0.0,0.0
10,2023-04-28,00:00:00,0.0,0.0
10,2023-04-28,01:00:00,0.0,0.0
10,2023-04-28,02:00:00,0.0,0.0
10,2023-04-28,03:00:00,0.0,0.0
10,2023-04-28,04:00:00,0.0,0.0
10,2023-04-28,05:00:00,0.0,0.0
10,2023-04-28,06:00:00,0.0,0.0
10,2023-04-28,07:00:00,0.0,0.0
,2023-04-28,08:00:00,0.0,0.0
10,2023-04-28,09:00:00,12.0,697.33
10,2023-04-28,10:00:00,25.0,1844.95
10,2023-04-28,11:00:00,33.0,2266.52
10,2023-04-28,12:00:00,31.0,1617.42
10,2023-04-28,13:00:00,68.0,4472.21
10,2023-04-28,14:00:00,29.0,1862.13
10,2023-04-28,15:00:00,38.0,3053.56
10,2023-04-28,16:00:00,27.0,1476.07
10,2023-04-28,17:00:00,54.0,3564.58
10,2023-04-28,18:00:00,55.0,3408.25
10,2023-04-28,19:00:00,34.0,2225.0
10,2023-04-28,20:00:00,0.0,0.0
10,2023-04-28,21:00:00,0.0,0.0
10,2023-04-28,22:00:00,0.0,0.0
10,2023-04-28,23:00:00,0.0,0.0
1,2023-05-01,00:00:00,0.0,0.0
1,2023-05-01,01:00:00,0.0,0.0
1,2023-05-01,02:00:00,0.0,0.0
1,2023-05-01,03:00:00,0.0,0.0
1,2023-05-01,04:00:00,0.0,999999.99
1,2023-05-01,05:00:00,9999.0,0.0
1,2023-05-01,06:00:00,0.0,0.0
1,2023-05-01,07:00:00,0.0,0.0
1,2023-05-01,08:00:00,0.0,0.0
1,2023-05-01,09:00:00,52.0,3478.52
1,2023-05-01,10:00:00,85.0,4694.04
1,2023-05-01,11:00:00,107.0,7607.25
1,2023-05-01,12:00:00,102.0,6449.38
1,2023-05-01,13:00:00,121.0,7963.06
1,2023-05-01,14:00:00,76.0,4981.51
1,2023-05-01,15:00:00,135.0,8900.08
1,2023-05-01,16:00:00,132.0,8249.82
1,2023-05-01,17:00:00,116.0,7308.13
1,2023-05-01,18:00:00,131.0,9013.66
1,2023-05-01,19:00:00,98.0,6871.27
1,2023-05-01,20:00:00,0.0,0.0
1,2023-05-01,21:00:00,0.0,0.0
1,2023-05-01,22:00:00,0.0,0.0
1,2023-05-01,23:00:00,0.0,0.0
2,2023-05-01,00:00:00,0.0,0.0
2,2023-05-01,01:00:00,0.0,0.0
2,2023-05-01,02:00:00,0.0,0.0
2,2023-05-01,03:00:00,0.0,0.0
2,2023-05-01,04:00:00,0.0,0.0
2,2023-05-01,05:00:00,0.0,0.0
2,2023-05-01,06:00:00,0.0,0.0
2,2023-05-01,07:00:00,0.0,0.0
2,2023-05-01,08:00:00,0.0,0.0
2,2023-05-01,09:00:00,35.0,2081.86
2,2023-05-01,10:00:00,44.0,2799.62
2,2023-05-01,11:00:00,47.0,3307.23
2,2023-05-01,12:00:00,95.0,6248.1
2,2023-05-01,13:00:00,86.0,5954.92
2,2023-05-01,14:00:00,76.0,5467.96
2,2023-05-01,15:00:00,75.0,4928.13
2,2023-05-01,16:00:00,61.0,3571.2
2,2023-05-01,17:00:00,72.0,4854.25
2,2023-05-01,18:00:00,98.0,6468.29
2,2023-05-01,19:00:00,56.0,3633.18
2,2023-05-01,20:00:00,0.0,0.0
2,2023-05-01,21:00:00,0.0,0.0
2,2023-05-01,22:00:00,0.0,0.0
2,2023-05-01,23:00:00,0.0,0.0
3,2023-05-01,00:00:00,0.0,0.0
3,2023-05-01,01:00:00,0.0,0.0
3,2023-05-01,02:00:00,0.0,0.0
3,2023-05-01,03:00:00,0.0,0.0
3,2023-05-01,04:00:00,0.0,0.0
3,2023-05-01,05:00:00,0.0,0.0
3,2023-05-01,06:00:00,0.0,0.0
3,2023-05-01,07:00:00,0.0,0.0
3,2023-05-01,08:00:00,0.0,0.0
3,2023-05-01,09:00:00,33.0,2440.57
3,2023-05-01,10:00:00,84.0,5437.91
3,2023-05-01,11:00:00,86.0,5196.78
3,2023-05-01,12:00:00,91.0,5779.57
3,2023-05-01,13:00:00,90.0,5511.29
3,2023-05-01,14:00:00,82.0,5098.01
3,2023-05-01,15:00:00,77.0,5147.05
3,2023-05-01,16:00:00,65.0,3886.43
3,2023-05-01,17:00:00,114.0,6812.34
3,2023-05-01,18:00:00,133.0,8964.46
3,2023-05-01,19:00:00,77.0,4792.96
3,2023-05-01,20:00:00,0.0,0.0
3,2023-05-01,21:00:00,0.0,0.0
3,2023-05-01,22:00:00,0.0,0.0
3,2023-05-01,23:00:00,0.0,0.0
4,2023-05-01,00:00:00,0.0,0.0
4,2023-05-01,01:00:00,0.0,0.0
4,2023-05-01,02:00:00,0.0,0.0
4,2023-05-01,03:00:00,0.0,0.0
4,2023-05-01,04:00:00,0.0,0.0
4,2023-05-01,05:00:00,0.0,0.0
4,2023-05-01,06:00:00,0.0,0.0
4,2023-05-01,07:00:00,0.0,0.0
4,2023-05-01,08:00:00,0.0,
4,2023-05-01,09:00:00,28.0,1457.75
4,2023-05-01,10:00:00,9999.0,2505.48
4,2023-05-01,11:00:00,62.0,3670.44
4,2023-05-01,12:00:00,81.0,5703.36
4,2023-05-01,13:00:00,78.0,5165.2
4,2023-05-01,14:00:00,57.0,3380.17
4,2023-05-01,15:00:00,51.0,3514.54
4,2023-05-01,1600,40.0,2393.92
4,2023-05-01,17:00:00,88.0,5383.12
4,2023-05-01,18:00:00,100.0,6025.69
4,2023-05-01,19:00:00,84.0,5390.61
4,2023-05-01,20:00:00,0.0,0.0
4,2023-05-01,21:00:00,0.0,0.0
4,2023-05-01,22:00:00,0.0,0.0
4,2023-05-01,23:00:00,0.0,0.0
5,2023-05-01,00:00:00,0.0,0.0
5,2023-05-01,01:00:00,0.0,0.0
5,2023-05-01,02:00:00,0.0,0.0
5,2023-05-01,03:00:00,0.0,0.0
5,2023-05-01,04:00:00,0.0,0.0
5,2023-05-01,05:00:00,0.0,0.0
5,2023-05-01,06:00:00,0.0,0.0
5,2023-05-01,07:00:00,0.0,0.0
5,2023-05-01,08:00:00,0.0,0.0
5,2023-05-01,09:00:00,15.0,992.23
5,2023-05-01,10:00:00,26.0,1773.59
5,2023-05-01,11:00:00,46.0,2646.64
5,2023-05-01,12:00:00,44.0,2639.24
5,2023-05-01,13:00:00,75.0,4147.04
5,2023-05-01,14:00:00,38.0,2372.37
5,2023-05-01,15:00:00,56.0,3626.14
5,2023-05-01,16:00:00,30.0,1911.07
5,2023-05-01,17:00:00,82.0,5950.43
5,2023-05-01,18:00:00,55.0,3831.64
5,2023-05-01,19:00:00,44.0,2550.93
